review_id,primary_segment,Asin,Brand,Nation,Rating,pain_dimension,pain_tag,matched_keywords,Content
23409,纸面手账/装饰书写群,B0BYDHRZWF,Coogert,US,4,流畅性,负面-出墨过多/漏墨,splatter,"I like these acrylic paint pens/markers. I got the set of 36 which has a wide range of colors. The paint starts flowing quicker than any paint pen I've ever used. The nib is 7mm. The opaqueness of the colors is good and what should be expected of acrylic.The downsides - you really have to shake the markers to mix the pigment up otherwise you could get a more sheer effect or different shade. They also do not have color names or numbers on the pens which for someone who likes to sometimes look for a certain color I found this annoying. I had to swatch and then label everyone so if I wanted too come back to a certain color I would know which one it was right away. Like many paint pens this can sometimes cast splatters around the nib, even on smooth paper. It doesn't bother me too much because I use these for art journaling but could see how that could ruin something more detailed and delicate.Overall I think they are well priced with a variety of pretty colors and if you have a project in mine that doesn't require perfect detail then these could be great for you."
23422,多表面diy/定制群,B0BYDHRZWF,Coogert,US,5,流畅性,负面-出墨过多/漏墨,splatter,"These are a good dupe for more expensive paint markers. I used them for rock painting and they dry super fast and cover in the first layer. They’re easy to get started with and the tips seemed even and not messed up. When writing, you need to be careful not to push down or it will splatter some, but overall, they’re good paint markers. They include so many colors that they’re good for multiple projects!"
23422,多表面diy/定制群,B0BYDHRZWF,Coogert,US,5,性价比,负面-价格昂贵,expensive,"These are a good dupe for more expensive paint markers. I used them for rock painting and they dry super fast and cover in the first layer. They’re easy to get started with and the tips seemed even and not messed up. When writing, you need to be careful not to push down or it will splatter some, but overall, they’re good paint markers. They include so many colors that they’re good for multiple projects!"
23433,多表面diy/定制群,B0BYDHRZWF,Coogert,US,1,流畅性,负面-出墨过多/漏墨,splatter,"Pens looked okay and arrived intact. I used pens on my rocks, and paint splattered over my items. I am getting replacements to get this issue taken care of. Hopefully it won't happen again."
23464,多表面diy/定制群,B0BYDHRZWF,Coogert,US,5,性价比,负面-价格昂贵,expensive,These are great thin point pens with all the beautiful colors in the rainbow and much more!  I am really impressed by the quality and ease of use of these pens.  I was able to do a clear glass plate project and am also using them to decorate wine glasses to give as gifts for the holidays.  I easily covered up some chips on an expensive piece of porcelain and now you cannot tell that it was chipped!  The colors are many and they are bright and easy to apply.  Love them and strongly recommend them for your glass and ceramic projects!
23475,多表面diy/定制群,B0BYDHRZWF,Coogert,US,1,流畅性,负面-出墨过多/漏墨,splatter,"I bought these to use on wood. I make jewelry and other items and wanted to add color. They bleed horribly on wood, splatter, and over all make a mess of the project.I have not used these on another surface. I would not recommend for wood painting."
23506,多表面diy/定制群,B0BYDHRZWF,Coogert,US,5,笔头表现,负面-笔头磨损分叉,clogged,"I love these pens!  I’ve been having fun painting rocks and hiding them around town. These pens are easy to use, not drippy, and have a point fine enough for the tiniest little dots and details.  They haven’t clogged and seem to have a good amount of paint.  I’ve purchased other acrylic pain pens to use and these are the best."
23507,多表面diy/定制群,B0BYDHRZWF,Coogert,US,4,笔头耐用性,负面-寿命不匹配,dry out,"I used these acrylic pens to paint rocks. It was my first time painting rocks so I was unsure what products to buy. I first used acrylic paint and brushes for the background on my rocks. After they dried, I used these pens for the details and all the writing. Overall they were great. I can have a shaky hand and inconsistent handwriting on paper but I think most of the handwriting came out pretty good on the rocks. Every once in awhile, if the rocks had a little dip or crack or something in it, the marker would catch and mess up my writing. I'd just paint over it and wait for it to dry then try again. Luckily this didn't happen very often. Think that's more of a rock painting issue though, not a problem with the product. When writing, I learned to write very slowly. If you go to fast the tip will sling paint. If you go slow, you'll have a much better result. I did notice sometimes the pens would appear to dry out as others noted in reviews, but with a few shakes or some pressure on the tip, I've been able to get the pens to start working perfectly again in no time. I've painted over 100 rocks (some a few times - when i didn't like something about my first try 😅) and all of the pens are still fully functioning and seem to have plenty of paint left. The white pen, which is one of the ones I've used the most, has started to crack a little on the tip (see picture). I think it may just be because I'm writing on uneven rocks though. If I don't pay attention, the cracked tip makes the handwriting very bad as it causes the paint to come out inconsistently. I just make sure to tilt the white pen a certain angle and it works just as it did when I first bought it. I do wish the pens differentiated between the finer and medium point tips. I threw them all in one box and the pens have no markings to indicate if they're fine point or not. Luckily, both tips seem to work fine for what I'm using them for. There's not a huge difference between the two but it would be nice to know. Overall, great pens. Definitely recommend!"
23539,多表面diy/定制群,B0BZS9J77R,JanFeel,US,5,色彩饱和度与混合,负面-遮盖力差/透明,runny,"I am VERY pleased with these acrylic paint markers.I tried them on two smooth rocks as pictured trying the major colors on a light& dark rock& a dime for size comparison to show size of printing,very smallThe set comes in a good selection of basic 24 colors.They are water based, but not too runny.  I accidentally got a few drops of blue on a white pillow case & it washed right out when rinsed immediately.  But once dried,paint doesn’t wipe off.The process is to thoroughly shake the marker,then press tip to a surface briefly to bring paint down into the writing tip.I freehanded the writing& the markers move smoothly without running. The tip is ultra fine tip.I think would also work with stencils,though you might need to keep pumping tip to fill.The paint did not run on the rocks but dried very quickly. I plan to seal with a varnish as these are meant for an outside area.Thsnk you for the opportunity to enjoy these markers."
23539,多表面diy/定制群,B0BZS9J77R,JanFeel,US,5,表面/介质表现,负面-在布料上效果差,washed right out,"I am VERY pleased with these acrylic paint markers.I tried them on two smooth rocks as pictured trying the major colors on a light& dark rock& a dime for size comparison to show size of printing,very smallThe set comes in a good selection of basic 24 colors.They are water based, but not too runny.  I accidentally got a few drops of blue on a white pillow case & it washed right out when rinsed immediately.  But once dried,paint doesn’t wipe off.The process is to thoroughly shake the marker,then press tip to a surface briefly to bring paint down into the writing tip.I freehanded the writing& the markers move smoothly without running. The tip is ultra fine tip.I think would also work with stencils,though you might need to keep pumping tip to fill.The paint did not run on the rocks but dried very quickly. I plan to seal with a varnish as these are meant for an outside area.Thsnk you for the opportunity to enjoy these markers."
23545,精细绘画/插画创作群,B0BZS9J77R,JanFeel,US,5,笔头表现,负面-笔头磨损分叉,clogged,I’ve tried five different brands of markers on Amazon and these are by far the best. With all the others I use once and then have to soak the nibs before I can use again because they clog up regardless of what I do to prevent that from happening. I have yet to have a clogged pen with these. Color is rich and solid. I do detailed work and the fine points are perfect. FINALLY I found acrylic pens that work. Will order all they have.
23547,多表面diy/定制群,B0BZS9J77R,JanFeel,US,5,笔头表现,负面-笔头磨损分叉,clogged,"The colors are very vibrant and colors consistently without overflowing. I can confirm that these are odorless - most of the work was done in close proximity in a small room.The ink comes out instantly with a little pressure applied to the tip - it also doesn't overflow/bleed. The tip is solid, which helps with precise artwork when working with polymer clay - it also hasn't clogged on me so I haven't had to wash the removable tip.Only criticism is that I couldn't get these to work on yarn - instead of letting me color the yarn, it just sucks up all the paint from the hard tip and creates blotchy spotsOverall a fantastic set for a good price. Since these have hard tips, they'll work better on harder, less absorbent materials."
23547,多表面diy/定制群,B0BZS9J77R,JanFeel,US,5,流畅性,负面-出墨过多/漏墨,blotchy,"The colors are very vibrant and colors consistently without overflowing. I can confirm that these are odorless - most of the work was done in close proximity in a small room.The ink comes out instantly with a little pressure applied to the tip - it also doesn't overflow/bleed. The tip is solid, which helps with precise artwork when working with polymer clay - it also hasn't clogged on me so I haven't had to wash the removable tip.Only criticism is that I couldn't get these to work on yarn - instead of letting me color the yarn, it just sucks up all the paint from the hard tip and creates blotchy spotsOverall a fantastic set for a good price. Since these have hard tips, they'll work better on harder, less absorbent materials."
23547,多表面diy/定制群,B0BZS9J77R,JanFeel,US,5,绘画表现,负面-涂色不均,blotchy,"The colors are very vibrant and colors consistently without overflowing. I can confirm that these are odorless - most of the work was done in close proximity in a small room.The ink comes out instantly with a little pressure applied to the tip - it also doesn't overflow/bleed. The tip is solid, which helps with precise artwork when working with polymer clay - it also hasn't clogged on me so I haven't had to wash the removable tip.Only criticism is that I couldn't get these to work on yarn - instead of letting me color the yarn, it just sucks up all the paint from the hard tip and creates blotchy spotsOverall a fantastic set for a good price. Since these have hard tips, they'll work better on harder, less absorbent materials."
23548,纸面手账/装饰书写群,B0BZS9J77R,JanFeel,US,5,色彩饱和度与混合,负面-暗淡/褪色,pale,"For anyone that started out drawing and finds the switch to painting to be outside their comfort zone, these are excellent. Even trying them out for writing, I really liked the way they handled, and let me put a tiny bit of flourish into my handwriting. But for painting, I also found that these are great for applying a bit of color and then mixing on canvas, which is advice I heard in a painting class but didn't click until years later. They dry quickly, but that's acrylic for you. They also do live up to the waterproof claim once they're fully dry. These made me go back to an old painting, in fact I haven't painted at all in a long while, and it felt so quick and easy to get into it, rather than preparing a palette and everything. I'd suggest shaking and prepping a number of pens so you can quickly grab colors and draw them in, then take a damp brush and blend them once they're on the canvas. It was so much closer to the digital painting skills I've been developing, and was a lot of fun."
23550,多表面diy/定制群,B0BZS9J77R,JanFeel,US,3,色彩饱和度与混合,负面-遮盖力差/透明,watery,"I call these ""generic Chinese pens"" because the box and pens don't have a company/brand name on them, and I've seen the same set for sale on Amazon under at least 2 different company names. If you're going to buy them search Amazon and buy the least expensive - you'll know they're the same because of the box design and the lettering on the pens.  The quality is pretty average for this type of pen.The instructions on the included 'instruction manual' say to shake them at least 30 times before using and I found out why - if you don't mix them thoroughly before each use you can end up with watery thin paint, or tiny clumps of paint. The description calls them 'extra-fine' - I'd  call it medium fine but they do make good lines.  In my opinion the color selection is just OK - I'd like to have a brighter green and blue than these. I did a swatch chart so you can judge for yourself, but note the colors are not numbered or named on the pens or caps, and the cap color is only a general indication of the paint color.  I couldn't get the colors to blend well either when they were both wet, or by overlaying one color on another dry color.  The colors do show up pretty well on black paper which is a plus to me (see the doodle I uploaded). On the down side these seem to be very wet paints even when thoroughly mixed and they do bleed through thin paper.  I haven't used them on rocks, plastic or ceramics but I suspect they would be better suited for those materials.  If you do use paper you'll probably want to use a heavier weight (like for watercolors or mixed media).  Because of the wetness they take a bit longer to dry than other acrylic pens I've used.Important: You'll need to prime these after mixing before the first use - quickly press the tip straight down on some scrap material and release - you'll see the nib (tip) fill with paint.  I'd recommend using cardboard as there's a good chance of ending up with a puddle or drips.  Also I'd recommend doing a line on scrap paper before actually using to remove any excess paint from the nib.  The instructions say if one gets clogged you can remove the nib and wash it out with warm water, but I'm not going to try that as it would undoubtedly make a mess.  I have yet to use these where I didn't end up with a little paint on my hand.  As far as storage, the box isn't going to last long - if you do buy these I'd recommend keeping them in a cheap pencil case (there are plenty on Amazon).  All in all these are OK pens for casual use at the current price, but if you want professional quality definitely look elsewhere."
23550,多表面diy/定制群,B0BZS9J77R,JanFeel,US,3,笔头表现,负面-笔头磨损分叉,clogged,"I call these ""generic Chinese pens"" because the box and pens don't have a company/brand name on them, and I've seen the same set for sale on Amazon under at least 2 different company names. If you're going to buy them search Amazon and buy the least expensive - you'll know they're the same because of the box design and the lettering on the pens.  The quality is pretty average for this type of pen.The instructions on the included 'instruction manual' say to shake them at least 30 times before using and I found out why - if you don't mix them thoroughly before each use you can end up with watery thin paint, or tiny clumps of paint. The description calls them 'extra-fine' - I'd  call it medium fine but they do make good lines.  In my opinion the color selection is just OK - I'd like to have a brighter green and blue than these. I did a swatch chart so you can judge for yourself, but note the colors are not numbered or named on the pens or caps, and the cap color is only a general indication of the paint color.  I couldn't get the colors to blend well either when they were both wet, or by overlaying one color on another dry color.  The colors do show up pretty well on black paper which is a plus to me (see the doodle I uploaded). On the down side these seem to be very wet paints even when thoroughly mixed and they do bleed through thin paper.  I haven't used them on rocks, plastic or ceramics but I suspect they would be better suited for those materials.  If you do use paper you'll probably want to use a heavier weight (like for watercolors or mixed media).  Because of the wetness they take a bit longer to dry than other acrylic pens I've used.Important: You'll need to prime these after mixing before the first use - quickly press the tip straight down on some scrap material and release - you'll see the nib (tip) fill with paint.  I'd recommend using cardboard as there's a good chance of ending up with a puddle or drips.  Also I'd recommend doing a line on scrap paper before actually using to remove any excess paint from the nib.  The instructions say if one gets clogged you can remove the nib and wash it out with warm water, but I'm not going to try that as it would undoubtedly make a mess.  I have yet to use these where I didn't end up with a little paint on my hand.  As far as storage, the box isn't going to last long - if you do buy these I'd recommend keeping them in a cheap pencil case (there are plenty on Amazon).  All in all these are OK pens for casual use at the current price, but if you want professional quality definitely look elsewhere."
23550,多表面diy/定制群,B0BZS9J77R,JanFeel,US,3,流畅性,负面-出墨过多/漏墨,bleed through,"I call these ""generic Chinese pens"" because the box and pens don't have a company/brand name on them, and I've seen the same set for sale on Amazon under at least 2 different company names. If you're going to buy them search Amazon and buy the least expensive - you'll know they're the same because of the box design and the lettering on the pens.  The quality is pretty average for this type of pen.The instructions on the included 'instruction manual' say to shake them at least 30 times before using and I found out why - if you don't mix them thoroughly before each use you can end up with watery thin paint, or tiny clumps of paint. The description calls them 'extra-fine' - I'd  call it medium fine but they do make good lines.  In my opinion the color selection is just OK - I'd like to have a brighter green and blue than these. I did a swatch chart so you can judge for yourself, but note the colors are not numbered or named on the pens or caps, and the cap color is only a general indication of the paint color.  I couldn't get the colors to blend well either when they were both wet, or by overlaying one color on another dry color.  The colors do show up pretty well on black paper which is a plus to me (see the doodle I uploaded). On the down side these seem to be very wet paints even when thoroughly mixed and they do bleed through thin paper.  I haven't used them on rocks, plastic or ceramics but I suspect they would be better suited for those materials.  If you do use paper you'll probably want to use a heavier weight (like for watercolors or mixed media).  Because of the wetness they take a bit longer to dry than other acrylic pens I've used.Important: You'll need to prime these after mixing before the first use - quickly press the tip straight down on some scrap material and release - you'll see the nib (tip) fill with paint.  I'd recommend using cardboard as there's a good chance of ending up with a puddle or drips.  Also I'd recommend doing a line on scrap paper before actually using to remove any excess paint from the nib.  The instructions say if one gets clogged you can remove the nib and wash it out with warm water, but I'm not going to try that as it would undoubtedly make a mess.  I have yet to use these where I didn't end up with a little paint on my hand.  As far as storage, the box isn't going to last long - if you do buy these I'd recommend keeping them in a cheap pencil case (there are plenty on Amazon).  All in all these are OK pens for casual use at the current price, but if you want professional quality definitely look elsewhere."
23550,多表面diy/定制群,B0BZS9J77R,JanFeel,US,3,特殊用途,负面-非专业级,for casual use,"I call these ""generic Chinese pens"" because the box and pens don't have a company/brand name on them, and I've seen the same set for sale on Amazon under at least 2 different company names. If you're going to buy them search Amazon and buy the least expensive - you'll know they're the same because of the box design and the lettering on the pens.  The quality is pretty average for this type of pen.The instructions on the included 'instruction manual' say to shake them at least 30 times before using and I found out why - if you don't mix them thoroughly before each use you can end up with watery thin paint, or tiny clumps of paint. The description calls them 'extra-fine' - I'd  call it medium fine but they do make good lines.  In my opinion the color selection is just OK - I'd like to have a brighter green and blue than these. I did a swatch chart so you can judge for yourself, but note the colors are not numbered or named on the pens or caps, and the cap color is only a general indication of the paint color.  I couldn't get the colors to blend well either when they were both wet, or by overlaying one color on another dry color.  The colors do show up pretty well on black paper which is a plus to me (see the doodle I uploaded). On the down side these seem to be very wet paints even when thoroughly mixed and they do bleed through thin paper.  I haven't used them on rocks, plastic or ceramics but I suspect they would be better suited for those materials.  If you do use paper you'll probably want to use a heavier weight (like for watercolors or mixed media).  Because of the wetness they take a bit longer to dry than other acrylic pens I've used.Important: You'll need to prime these after mixing before the first use - quickly press the tip straight down on some scrap material and release - you'll see the nib (tip) fill with paint.  I'd recommend using cardboard as there's a good chance of ending up with a puddle or drips.  Also I'd recommend doing a line on scrap paper before actually using to remove any excess paint from the nib.  The instructions say if one gets clogged you can remove the nib and wash it out with warm water, but I'm not going to try that as it would undoubtedly make a mess.  I have yet to use these where I didn't end up with a little paint on my hand.  As far as storage, the box isn't going to last long - if you do buy these I'd recommend keeping them in a cheap pencil case (there are plenty on Amazon).  All in all these are OK pens for casual use at the current price, but if you want professional quality definitely look elsewhere."
23550,多表面diy/定制群,B0BZS9J77R,JanFeel,US,3,性价比,负面-价格昂贵,expensive,"I call these ""generic Chinese pens"" because the box and pens don't have a company/brand name on them, and I've seen the same set for sale on Amazon under at least 2 different company names. If you're going to buy them search Amazon and buy the least expensive - you'll know they're the same because of the box design and the lettering on the pens.  The quality is pretty average for this type of pen.The instructions on the included 'instruction manual' say to shake them at least 30 times before using and I found out why - if you don't mix them thoroughly before each use you can end up with watery thin paint, or tiny clumps of paint. The description calls them 'extra-fine' - I'd  call it medium fine but they do make good lines.  In my opinion the color selection is just OK - I'd like to have a brighter green and blue than these. I did a swatch chart so you can judge for yourself, but note the colors are not numbered or named on the pens or caps, and the cap color is only a general indication of the paint color.  I couldn't get the colors to blend well either when they were both wet, or by overlaying one color on another dry color.  The colors do show up pretty well on black paper which is a plus to me (see the doodle I uploaded). On the down side these seem to be very wet paints even when thoroughly mixed and they do bleed through thin paper.  I haven't used them on rocks, plastic or ceramics but I suspect they would be better suited for those materials.  If you do use paper you'll probably want to use a heavier weight (like for watercolors or mixed media).  Because of the wetness they take a bit longer to dry than other acrylic pens I've used.Important: You'll need to prime these after mixing before the first use - quickly press the tip straight down on some scrap material and release - you'll see the nib (tip) fill with paint.  I'd recommend using cardboard as there's a good chance of ending up with a puddle or drips.  Also I'd recommend doing a line on scrap paper before actually using to remove any excess paint from the nib.  The instructions say if one gets clogged you can remove the nib and wash it out with warm water, but I'm not going to try that as it would undoubtedly make a mess.  I have yet to use these where I didn't end up with a little paint on my hand.  As far as storage, the box isn't going to last long - if you do buy these I'd recommend keeping them in a cheap pencil case (there are plenty on Amazon).  All in all these are OK pens for casual use at the current price, but if you want professional quality definitely look elsewhere."
23594,多表面diy/定制群,B0C2BKFK5Y,PAINTIGO,US,1,色彩饱和度与混合,负面-遮盖力差/透明,runny,These pens are horrible 😫 they are super runny I am very disappointed with them and they were quite expensive. I got them to paint rocks and it messed up my rock I had been working on as a gift.
23594,多表面diy/定制群,B0C2BKFK5Y,PAINTIGO,US,1,性价比,负面-价格昂贵,expensive,These pens are horrible 😫 they are super runny I am very disappointed with them and they were quite expensive. I got them to paint rocks and it messed up my rock I had been working on as a gift.
23598,多表面diy/定制群,B0C2BKFK5Y,PAINTIGO,US,5,流畅性,负面-出墨过多/漏墨,leaked,We use the paint markers for painting rocks. My only issue was that 5 of the small markers were all leaked out. No paint left in them. Could not return because my granddaughter loved them and was already using them when I found the issue.
23600,纸面手账/装饰书写群,B0C2BKFK5Y,PAINTIGO,US,2,笔头耐用性,负面-寿命不匹配,dry out | dried out,Good quality and I like that they give you cards to thank you and to visit their website but they dry out to fast and I didn't even use them that much. Normally when you don't use paint markers they dry out but not this fast. One of the colors dried out the first day that I got the markers and I texted them on messenger a year or week or so ago and said I would like a replacement I gave them my email and I never got the replacement.
23652,多表面diy/定制群,B0C61HTPV9,SFAIH,US,5,墨水特性,负面-金属效果差,not reflective,"I've been disappointed by paint pens before, so the first thing I did was shake, pump, and swatch each one. It came with a sheet for swatching, but I wanted to test it on my own paper as well. The tips are a bit abrasive, and repeated passes over more delicate surfaces may result in damage to what you're painting on, but these are perfect for sturdier subjects like wood or stone. The paint is so creamy and opaque. Even the white shows up strongly on a light background. It's hard to capture on camera, but the metallic gold and silver are so shiny! They're not reflective, but they're beautiful and bright. I can't wait to jump into art with these."
23653,填色/大面积上色群,B0C61HTPV9,SFAIH,US,5,笔头表现,负面-细节控制差,scratchy,"These paint markers work amazingly well if you use them as directed. Rounded tip that holds the paint well, and the color variety is fantastic for all types of artistic creations. Rock art was my choice, and after a quick shake, depressing the tip upwards to release air, and then a few dabs with the dip on some paper to get the ink flowing, and you could see the bright colors filling the tips. They don't have a scratchy feel while using them, which I've seen in some of the finer tip paint markers. The pen itself is comfortable to hold and the paint is good quality from what I can see and doesn't crack after application like some cheaper markers do. These are a great buy and I will look for more in the future."
23653,填色/大面积上色群,B0C61HTPV9,SFAIH,US,5,流畅性,负面-干涩/刮纸/断墨,scratchy,"These paint markers work amazingly well if you use them as directed. Rounded tip that holds the paint well, and the color variety is fantastic for all types of artistic creations. Rock art was my choice, and after a quick shake, depressing the tip upwards to release air, and then a few dabs with the dip on some paper to get the ink flowing, and you could see the bright colors filling the tips. They don't have a scratchy feel while using them, which I've seen in some of the finer tip paint markers. The pen itself is comfortable to hold and the paint is good quality from what I can see and doesn't crack after application like some cheaper markers do. These are a great buy and I will look for more in the future."
23656,儿童/课堂使用群,B0C61HTPV9,SFAIH,US,5,色彩饱和度与混合,负面-暗淡/褪色,pale,"I recently bought a set of 24 acrylic markers for my 10-year-old son, and it has opened up a whole new world of creativity for him. These markers are incredibly versatile, allowing him to customize his clothes, mugs, and various other surfaces with ease. The range of colors is impressive, offering a wide palette for his imagination to run wild.<br><br>What truly stands out is how user-friendly and safe these markers are for children. My son has been able to transform his belongings into personalized masterpieces without any difficulty. The markers glide smoothly over different textures, and the colors remain bright and vivid after drying, without fading or washing away easily.<br><br>This set has not only provided him with endless hours of fun but has also encouraged him to express himself through his creations. It's been a joy to see how proud he is of his artwork and how he's thoughtfully customized gifts for family members. These acrylic markers are a fantastic tool for any young artist looking to explore their creativity on a variety of surfaces. Highly recommended for sparking joy and imagination in your little ones!"
23677,多表面diy/定制群,B0C61HTPV9,SFAIH,US,5,性价比,负面-价格昂贵,expensive,"Ok I paint rocks and use markers for many rocks. I love the size of marker. They prime great, smooth paint, dry fast and are better than a different brand I use. They are so expensive I can't buy them much. Well these are fantastic and I love using them. I'm buying more and the white markers. Yes if you use markers these are the ones to buy."
23679,多表面diy/定制群,B0C61HTPV9,SFAIH,US,4,流畅性,负面-出墨过多/漏墨,bleed through,"Good markers for rocks, the only thing i didnt like was they take forever to bleed through the tips when shaking but they look very nice and color is good on each marker they do dry a little bit so u really gotta wet or shake alot more but for the money they are pretty much just as good as poscas"
23681,儿童/课堂使用群,B0C61HTPV9,SFAIH,US,2,笔头耐用性,负面-意外损坏,"tips of the markers falling out, popping out and breaking","I am an art teacher and ordered these so that my students could use them for a project. After careful explaining on how to use them (I had already activated each marker to avoid any complications) with in minutes I was having tips of the markers falling out, popping out and breaking :(. Although these markers are less money than the popular/expensive ones, I was very disappointed in how much trouble students and myself were having."
23681,儿童/课堂使用群,B0C61HTPV9,SFAIH,US,2,笔身与易用性,负面-材质/做工差,break,"I am an art teacher and ordered these so that my students could use them for a project. After careful explaining on how to use them (I had already activated each marker to avoid any complications) with in minutes I was having tips of the markers falling out, popping out and breaking :(. Although these markers are less money than the popular/expensive ones, I was very disappointed in how much trouble students and myself were having."
23681,儿童/课堂使用群,B0C61HTPV9,SFAIH,US,2,性价比,负面-价格昂贵,expensive,"I am an art teacher and ordered these so that my students could use them for a project. After careful explaining on how to use them (I had already activated each marker to avoid any complications) with in minutes I was having tips of the markers falling out, popping out and breaking :(. Although these markers are less money than the popular/expensive ones, I was very disappointed in how much trouble students and myself were having."
23683,多表面diy/定制群,B0C61HTPV9,SFAIH,US,5,性价比,负面-价格昂贵,expensive,"I purchased these paint pens for my wife. She uses them for her rock painting hobby.<br><br>The pens are well-made but a little smaller than other brands we have used. They prime very quickly and paint smoothly with no blobs or leaks.<br><br>The paint used by the manufacturer must have a lot of solids as it covers very well. Even the Yellow pen covers the black outlines with no difficulties. We were really surprised by the quality of the marker pens.<br><br>In terms of negatives the only thing we can comment on now is the size of the points which are 2-3mm in diameter. This is a medium sized point that is really good for filling and broad coverage. For work on 2-3"" diameter rocks, we wish these points were a little finer.<br><br>These marker pens are well made and meet the descriptions and images shown on the website. The paint pens work very well and provide very good first coat coverage. Better than some well-known more expensive brands. We're very happy to have them and would recommend them to friends and family. We feel these pens are a bargain."
23699,多表面diy/定制群,B0CCPB97XJ,Art Owl,US,5,笔头耐用性,负面-寿命不匹配,dried out,"We've been using these for a few months now.  None have dried out yet, which has been a problem with other brands.  The paint comes out quite nicely, and if you need a bit more, depress the tip, there is no flooding.  The effect is beautiful, though I would describe them as shimmery as opposed to glitter.  I think there could be a bit more variance between a few colors as the yellow and gold are near indecipherable.  A few happy extras in the box-stickers and some painting sheets.  We've used them on paper, wood and plastic so far and had good results all around.  Dries pretty quickly and depending on the surface, you can build layers of color.  Easy enough for my young child to use (with supervision of course.)  These are good quality paint pens and I will be looking for more art materials from the Art Owl company."
23704,多表面diy/定制群,B0CCPB97XJ,Art Owl,US,5,墨水特性,负面-气味难闻,strong smell,"These glitter markers are great to have for any craft project! They write smoothly, vibrant in color, and so glittery! It adds a nice touch to any project. The glitter shows up differently depending on what surface you're working with so it's pretty cool. I love that they're non toxic and don't have a strong smell to them. It brings a nice array of colors too. This would make a great gift for any artist or even kids who love art. These markers are useful and makes a great addition to our craft supplies!"
23744,填色/大面积上色群,B0CD225WW8,Shuttle Art,US,3,笔头耐用性,负面-磨损/分叉,fray,The brush end of the pens is pretty nice it’s very convenient how you don’t have to shake these pens the ink is already in the brush ready to go I have not liked about these was the fine tip and is not very fine so you’re not gonna get into very intricate details with this pen so that was pretty disappointing and I noticed a lot of my fine tip pins were just too dry and the tips started to fray which made it even more impossible to get any intricate details with the fine tip so I pretty much don’t even bother using the fine tip I just use them for the brush and  so don’t get these if you are planning on using them for highlights and adding finishing details to your coloring pages like I was planning on doing because these aren’t a very good choice for that they’ll find things way better on the market that can give you more intricate details these were pretty good price don’t work for what I needed them for so I unfortunately don’t reach for them a whole lot and wouldn’t buy them again
23763,精细绘画/插画创作群,B0CD225WW8,Shuttle Art,US,5,笔头耐用性,负面-寿命不匹配,dried out,"I have no experience with acrylic markers. Acrylic paint yes and markers of various types yes, but not this style, but I wanted to try them out since I collect various art supplies. I hoped they would behave like overly large gel pens and give me the ability to add some details over black ink or black paint, and they do that, but there is more going on. For instance I used one to write on the lid of a jar of pigment to label it, no smudging once it was dry which was excellent.Mostly I tested these on mixed media paper, some of the fine point sides were a little dried out and required wiping off before they would work. It was a learning experience, my silly illustration turned out a lot more pop art since you layer rather than shade in a gradient to get dimension (in contrast with the alcohol markers which can give you a softer edge, these want a much more harsh distinct lines) these are really not the style I usually work with, but since they are waterproof (I did an ink wash over the whole piece once dried) I could do some really fun mixed media pieces with ink and paint. There is little to no smell and they dry fairly quickly, since they can go on multiple surfaces I find myself wondering if I can add an interesting mural to the side of my boring black computer desk. I am glad I got these markers and look forward to integrating them more in my art and seeing what other weird things I can do with them."
23775,填色/大面积上色群,B0CD225WW8,Shuttle Art,US,5,流畅性,负面-出墨过多/漏墨,blotchy,"I like these Shuttle Art acrylic paint markers. I love that they are dual tipped with a brush end and a fine line tip. The colors are really pretty and the laydown is smooth and not blotchy or clumpy. The lightest colors are somewhat sheer but as the colors get darker, you get full, opaque coverage. The markers are easy to hold and I think the range of colors is fairly well balanced. I'm happy about the brush nib since I plan to use these to color backgrounds on some of my coloring book pages. My only complaint is that they come in a simple cardboard box with no trays and no real way to keep them organized by color family. Will have to get a case for them, but that certainly doesn't take away from my satisfaction with the markers themselves. This is a really nice set."
23775,填色/大面积上色群,B0CD225WW8,Shuttle Art,US,5,绘画表现,负面-涂色不均,blotchy,"I like these Shuttle Art acrylic paint markers. I love that they are dual tipped with a brush end and a fine line tip. The colors are really pretty and the laydown is smooth and not blotchy or clumpy. The lightest colors are somewhat sheer but as the colors get darker, you get full, opaque coverage. The markers are easy to hold and I think the range of colors is fairly well balanced. I'm happy about the brush nib since I plan to use these to color backgrounds on some of my coloring book pages. My only complaint is that they come in a simple cardboard box with no trays and no real way to keep them organized by color family. Will have to get a case for them, but that certainly doesn't take away from my satisfaction with the markers themselves. This is a really nice set."
23777,多表面diy/定制群,B0CD225WW8,Shuttle Art,US,4,流畅性,负面-出墨过多/漏墨,splotchy,"I love to paint with my 4 year old son but we always end up with a mess and paint everywhere. These paint markers are awesome! They are double sided, one side has a thin tip and the other side has a thicker tip for a wider coverage. They are extremely easy to use even for my son and when we are done we just put the cap back on. Zero clean up and no mess.The only thing that I don’t care for is that certain areas that are painted end up looking splotchy the way a marker does of you color in a large area with it. Other than that they are perfect. The colors look bright and vibrant too! I’ve used them on a wooden board and paper so far but I want to use it on glass next."
