review_id,Asin,Brand,Nation,Rating,Content,primary_segment,segment_core_hits,segment_aux_hits,segment_total_hits,segment_score,segment_score_gap,segment_confidence,segment_core_evidence,segment_aux_evidence,出墨方式,Price Level,ATTR__绘画主题__人物,ATTR__绘画主题__植物/自然,ATTR__绘画主题__装饰物/器物,ATTR__绘画主题__动物,ATTR_TOP__绘画主题,ATTR_TOP_SCORE__绘画主题,ATTR_TOP_HINT__绘画主题,ATTR_TOP_MATCHED__绘画主题,ATTR_TOP_MATCHED_HINT__绘画主题,ATTR_TOP_DISPLAY__绘画主题,ATTR_MENTIONED__绘画主题,ATTR__绘画场景__课堂/学习,ATTR__绘画场景__家庭/个人,ATTR__绘画场景__户外/社区装饰,ATTR__绘画场景__工作室/商业制作,ATTR_TOP__绘画场景,ATTR_TOP_SCORE__绘画场景,ATTR_TOP_HINT__绘画场景,ATTR_TOP_MATCHED__绘画场景,ATTR_TOP_MATCHED_HINT__绘画场景,ATTR_TOP_DISPLAY__绘画场景,ATTR_MENTIONED__绘画场景,ATTR__购买动机__入门学习,ATTR__购买动机__提升技能,ATTR__购买动机__专业产出,ATTR__购买动机__兴趣爱好,ATTR__购买动机__礼品需求,ATTR__购买动机__品牌信任,ATTR__购买动机__社交/媒体种草,ATTR__购买动机__便携性需求,ATTR__购买动机__多功能需求,ATTR__购买动机__压力缓解/情绪调节,ATTR_TOP__购买动机,ATTR_TOP_SCORE__购买动机,ATTR_TOP_HINT__购买动机,ATTR_TOP_MATCHED__购买动机,ATTR_TOP_MATCHED_HINT__购买动机,ATTR_TOP_DISPLAY__购买动机,ATTR_MENTIONED__购买动机,ATTR__使用对象__儿童,ATTR__使用对象__青少年/学生,ATTR__使用对象__成人,ATTR__使用对象__老年人,ATTR_TOP__使用对象,ATTR_TOP_SCORE__使用对象,ATTR_TOP_HINT__使用对象,ATTR_TOP_MATCHED__使用对象,ATTR_TOP_MATCHED_HINT__使用对象,ATTR_TOP_DISPLAY__使用对象,ATTR_MENTIONED__使用对象,ATTR__介质偏好__纸张/卡纸,ATTR__介质偏好__深色纸,ATTR__介质偏好__木材,ATTR__介质偏好__石头/岩石,ATTR__介质偏好__玻璃,ATTR__介质偏好__陶瓷,ATTR__介质偏好__画布,ATTR__介质偏好__布料,ATTR__介质偏好__鞋类/皮革,ATTR__介质偏好__塑料,ATTR__介质偏好__金属,ATTR__介质偏好__树脂/黏土,ATTR__介质偏好__黑板/光滑特殊表面,ATTR_TOP__介质偏好,ATTR_TOP_SCORE__介质偏好,ATTR_TOP_HINT__介质偏好,ATTR_TOP_MATCHED__介质偏好,ATTR_TOP_MATCHED_HINT__介质偏好,ATTR_TOP_DISPLAY__介质偏好,ATTR_MENTIONED__介质偏好,ATTR__产品期望__颜色表现,ATTR__产品期望__覆盖显色,ATTR__产品期望__流畅出墨,ATTR__产品期望__耐用寿命,ATTR__产品期望__安全/气味,ATTR__产品期望__包装/收纳,ATTR__产品期望__便携性,ATTR__产品期望__性价比,ATTR__产品期望__多功能性,ATTR__产品期望__效率/快干,ATTR_TOP__产品期望,ATTR_TOP_SCORE__产品期望,ATTR_TOP_HINT__产品期望,ATTR_TOP_MATCHED__产品期望,ATTR_TOP_MATCHED_HINT__产品期望,ATTR_TOP_DISPLAY__产品期望,ATTR_MENTIONED__产品期望,NEG__颜色种类,POS__颜色种类,NEG__色彩一致性,POS__色彩一致性,NEG__色彩饱和度与混合,POS__色彩饱和度与混合,NEG__色系评价,POS__色系评价,NEG__笔头表现,POS__笔头表现,NEG__笔头耐用性,POS__笔头耐用性,NEG__流畅性,POS__流畅性,NEG__墨水特性,POS__墨水特性,NEG__笔身与易用性,POS__笔身与易用性,NEG__绘画表现,POS__绘画表现,NEG__场景表现,POS__场景表现,NEG__表面/介质表现,POS__表面/介质表现,NEG__外观与包装,POS__外观与包装,NEG__多样性与适配性,POS__多样性与适配性,NEG__教育与启发,POS__教育与启发,NEG__特殊用途,POS__特殊用途,NEG__性价比,POS__性价比,NEG__配套与服务(色卡),POS__配套与服务(色卡),NEG__购买与服务体验,POS__购买与服务体验,NEG__容量,POS__容量
21629,B0B7VZ9KTJ,Artugn,US,5,Great markers for wood painting or touch ups.,多表面diy/定制群,0,1,1,1,1,low,,wood,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,1,0,0,0,0,0,0,0,0,0,0,木材,1,"on wood, wood, on wooden, wood crafts",wood,wood,"木材（on wood, wood, on wooden, wood crafts）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21637,B0B7VZ9KTJ,Artugn,US,5,"My grandkids love these. I'm glad I bought two sets. They are perfect for painting rocks, coloring pages or just your own picture.",填色/大面积上色群,1,1,2,4,3,high,coloring pages,coloring,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,家庭/个人,1,"for my kids, my kids, for fun, home project",grandkids,grandkids,"家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,儿童,1,"kid, kids, child, children",grandkids,grandkids,"儿童（kid, kids, child, children）",1,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",painting rocks | rocks,"painting rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21638,B0B7VZ9KTJ,Artugn,US,2,"I bought these for decorating a pair of shoes. The paint does work alright on the canvas, but metal is a no go. It specifically lists metal as one of the materials it works on, but it doesn't. I haven't used these shoes, I haven't even put laces in them yet, and I've had to go over the metal 3X now! I cannot imagine how doing nothing and just sitting on a table without any movement, wear, or even touching that the paint comes off. I WOULD NOT have used this on the metal had I known this, it's basically ruined the shoes I've worked very hard on and there's nothing I can do now.Overall:They work, at best, average on canvas and not at all on metal.",多表面diy/定制群,1,1,2,4,4,high,on metal,metal,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,1,0,1,0,1,0,0,画布,2,"on canvas, canvas, canvas board, stretched canvas",on canvas | canvas,"on canvas, canvas","画布（on canvas, canvas, canvas board, stretched canvas）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21641,B0B7VZ9KTJ,Artugn,US,5,"I painted my 3d printed model with it, and it worked great, much better than I expected. I didn't use any filler / primer and it's just one layer of paint",多表面diy/定制群,0,1,1,1,1,low,,model,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,1,0,0,0,塑料,1,"on plastic, plastic, plastic models, plastic ornaments",3d printed,3d printed,"塑料（on plastic, plastic, plastic models, plastic ornaments）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21643,B0B7VZ9KTJ,Artugn,US,5,"someone stole these from my daughters teacher, so she asked me to buy him new ones for class.  They love these markers and work great.  My daughter loves to put designs on things with them, because they can scratch them off and do new designs.",儿童/课堂使用群,1,2,2,5,5,high,teacher,teacher | class,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,1,1,0,0,课堂/学习,2,"art class, school project, for students, students",teacher | for class,"teacher, for class","课堂/学习（art class, school project, for students, students）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21646,B0B7VZ9KTJ,Artugn,US,5,Does well for scrapbooking.,纸面手账/装饰书写群,1,0,1,3,3,high,scrapbooking,,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21649,B0B7VZ9KTJ,Artugn,US,5,"These were way better than expected. Myself, my husband and kids all sat outside on the porch in the rain painting rocks for hours. (We thought it’d be a messy process but it wasn’t) I can’t paint to save my soul but these came out really nice",儿童/课堂使用群,0,1,1,1,0,low,,kids,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,1,1,0,家庭/个人,1,"for my kids, my kids, for fun, home project",myself,myself,"家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,儿童,1,"kid, kids, child, children",kids,kids,"儿童（kid, kids, child, children）",1,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",painting rocks | rocks,"painting rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21650,B0B7VZ9KTJ,Artugn,US,5,"Needed paint for glass and this was perfect.  No priming needed, pens had both fine and thicker tips which was a plus. I also baked at 350 degrees for 30 minutes to set paint, but that step is not required.  Giving these to my girlfriend’s for our road trip to Bearizona, Az. Perfect!",多表面diy/定制群,0,1,1,1,1,low,,glass,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,1,0,0,0,0,0,0,0,0,玻璃,1,"on glass, glass, glass art, wine glass",glass,glass,"玻璃（on glass, glass, glass art, wine glass）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21654,B0B7VZ9KTJ,Artugn,US,1,"The box says that these are waterproof and can be used on fabric. Beware! If you use it on fabric, it washes right out. I was very disappointed that all of my hard work washed right off!",多表面diy/定制群,1,1,2,4,4,high,on fabric,fabric,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,1,0,0,0,0,0,布料,2,"on fabric, fabric, on t shirt, t shirt",on fabric | fabric,"on fabric, fabric","布料（on fabric, fabric, on t shirt, t shirt）",1,0,0,0,0,0,1,0,0,0,0,包装/收纳,1,"beautiful packaging, nice box, storage case, travel case",box,box,"包装/收纳（beautiful packaging, nice box, storage case, travel case）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21655,B0B7VZ9KTJ,Artugn,US,1,Bought these to decorate plastic cups for a birthday party. Wipes off with your fingers even when dry. Maybe they work on other things but do not buy to decorate plastic cups.,多表面diy/定制群,0,1,1,1,1,low,,plastic,棉芯式,(0.40-0.46),0,0,1,0,装饰物/器物,1,"still life, object drawing, ornaments, ornament",cups,cups,"装饰物/器物（still life, object drawing, ornaments, ornament）",1,0,1,0,0,家庭/个人,1,"for my kids, my kids, for fun, home project",birthday party,birthday party,"家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,1,0,0,0,塑料,2,"on plastic, plastic, plastic models, plastic ornaments",plastic | plastic cups,"plastic, plastic cups","塑料（on plastic, plastic, plastic models, plastic ornaments）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21658,B0B7VZ9KTJ,Artugn,US,5,I really enjoy these paint pens. Only use a light touch unless you want a lot of product on the paper.  I used them to color in my artwork as seen. I create Mixed Media art and Junk Journals and wanted something I could take with me and use immediately without added waters or the like.  They did not drip and I suggests storing them tips up.  Having 2 tip sizes to choose from is nice too. The colors are nice too.  I just wish there were more.,精细绘画/插画创作群,1,1,1,4,4,high,artwork,artwork,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,0,0,0,0,0,0,0,0,0,纸张/卡纸,1,"on paper, paper, marker paper, bristol",paper,paper,"纸张/卡纸（on paper, paper, marker paper, bristol）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21660,B0B7VZ9KTJ,Artugn,US,5,These acrylic pens work well for my model car hobby. I am able to use one end for fine lines and the other end for larger surfaces. The color variety is great too!!,多表面diy/定制群,0,1,1,1,1,low,,model,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,兴趣爱好,1,"for my hobby, for fun, spark creativity, express myself",hobby,hobby,"兴趣爱好（for my hobby, for fun, spark creativity, express myself）",1,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21662,B0B7VZ9KTJ,Artugn,US,1,If you have to paint anything plastic don’t buy these. The pen itself dries up fast and then you are trying to paint and it’s wiping the paint off. Trying to go over it multiple times just makes it look worse. Waste of money. Probably made in China.,多表面diy/定制群,0,1,1,1,1,low,,plastic,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,1,0,0,0,塑料,1,"on plastic, plastic, plastic models, plastic ornaments",plastic,plastic,"塑料（on plastic, plastic, plastic models, plastic ornaments）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21663,B0B7VZ9KTJ,Artugn,US,5,"Was a bit skeptical of the coverage of these pens, not knowing if they were actual acrylic paints or glorified felt pens. They're GREAT paint pens! They glide easily on plastic without bubbling, they work wonderfully on wood without absorbing in and don't bleed through paper, even when there are repeated strokes and the different colors are also plentiful.",多表面diy/定制群,2,2,4,8,8,high,on plastic | on wood,wood | plastic,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,1,0,0,0,0,0,0,1,0,0,0,塑料,2,"on plastic, plastic, plastic models, plastic ornaments",on plastic | plastic,"on plastic, plastic","塑料（on plastic, plastic, plastic models, plastic ornaments）",1,0,1,0,0,0,0,0,0,0,0,覆盖显色,1,"opaque, opaque coverage, covers well, one coat",coverage,coverage,"覆盖显色（opaque, opaque coverage, covers well, one coat）",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21670,B0B7VZ9KTJ,Artugn,US,5,painton rocks golf balls etc,多表面diy/定制群,2,1,3,7,7,high,on rocks | on rock,rocks,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,3,"on rock, on rocks, rock painting, painting rocks",on rock | on rocks | rocks,"on rock, on rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21671,B0B7VZ9KTJ,Artugn,US,5,"I bought these accidently for my 8-year-old son, I was worried about them being ""Paint"" markers. They ended up being great for him. They are colorful and glide through coloring with them really well.",填色/大面积上色群,0,1,1,1,1,low,,coloring,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21672,B0B7VZ9KTJ,Artugn,US,4,"Came quickly and worked great on plastic flower pots. However, it’s not waterproof!",多表面diy/定制群,1,1,2,4,4,high,on plastic,plastic,棉芯式,(0.40-0.46),0,1,0,0,植物/自然,1,"landscape, nature, garden, tree",flower,flower,"植物/自然（landscape, nature, garden, tree）",1,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,1,0,0,0,塑料,2,"on plastic, plastic, plastic models, plastic ornaments",on plastic | plastic,"on plastic, plastic","塑料（on plastic, plastic, plastic models, plastic ornaments）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21677,B0B7VZ9KTJ,Artugn,US,5,"I've always loved to draw and paint, but life got in the way for many years. Since retirement, I've been longing for something creative, and this little set of pens has allowed me to reawaken that love. I bought this small set and a pad of canvas paper, and I've been drawing and painting only for about a week, but it's been a revelation. These pens are easy to use, have great control and saturated color. It's so satisfying, after a spate of coloring books, to finally be making my own art, going from a blank page to a finished painting. I've even framed a few and hung them in my house! If you're looking for a perfect starting point for your own creativity, you won't go wrong with these pens. I'll be buying a bigger set soon!",填色/大面积上色群,2,1,3,7,6,high,coloring book | coloring books,coloring,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,1,0,0,0,0,0,0,入门学习,1,"starter kit, starter set, for beginners, beginner friendly",easy to use,easy to use,"入门学习（starter kit, starter set, for beginners, beginner friendly）",1,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,0,0,1,0,0,0,0,0,0,画布,1,"on canvas, canvas, canvas board, stretched canvas",canvas,canvas,"画布（on canvas, canvas, canvas board, stretched canvas）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21680,B0B7VZ9KTJ,Artugn,US,4,"I used these pens for detail on my water color paintings. I like how they work, but wish there were more browns included. There is only one, while there are several purples, greens, and yellows. I also wish the slimmer side of the marker was even finer for more detailed marks.",精细绘画/插画创作群,0,2,2,2,2,medium,,detail | detailed,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21681,B0B7VZ9KTJ,Artugn,US,5,Shipped quickly and exactly what I need for my acrylic rock painting.,多表面diy/定制群,1,1,2,4,4,high,rock painting,rock,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",rock painting | rock,"rock painting, rock","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21684,B0B7VZ9KTJ,Artugn,US,5,"I decided to try these for my daughter who asked for the more expensive, better known brand. She loves them and got 24 markers for less money then the 8 market brand name pack.",儿童/课堂使用群,1,0,1,3,3,high,for my daughter,,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,家庭/个人,1,"for my kids, my kids, for fun, home project",my daughter,my daughter,"家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,0,0,1,0,0,0,0,品牌信任,1,"trusted brand, good reputation, well known brand, always reliable",brand name,brand name,"品牌信任（trusted brand, good reputation, well known brand, always reliable）",1,1,0,0,0,儿童,1,"kid, kids, child, children",for my daughter,for my daughter,"儿童（kid, kids, child, children）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21690,B0B7VZ9KTJ,Artugn,US,5,My daughter and wife loved these markers. They work great on rocks!,多表面diy/定制群,2,1,3,7,7,high,on rocks | on rock,rocks,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,家庭/个人,1,"for my kids, my kids, for fun, home project",my daughter,my daughter,"家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,3,"on rock, on rocks, rock painting, painting rocks",on rock | on rocks | rocks,"on rock, on rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21691,B0B7VZ9KTJ,Artugn,US,3,it is an ok product but the colors are too dull and boring. there is no red it is more of a darkish pink. if you want bright colors this is not a good product. it is ok for kids play...,儿童/课堂使用群,1,1,2,4,4,high,for kids,kids,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,儿童,1,"kid, kids, child, children",kids,kids,"儿童（kid, kids, child, children）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,0,0,0,0,0,0,颜色表现,1,"vibrant colors, rich colors, deep saturation, true to color",bright colors,bright colors,"颜色表现（vibrant colors, rich colors, deep saturation, true to color）",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21696,B0B7VZ9KTJ,Artugn,US,5,I really like these paint pens! They make drawing fine detail so easy. They glide smoothly on whatever surface you want to use them on. They don’t smudge or smear. Great value for the money! Highly recommend these!,精细绘画/插画创作群,0,2,2,2,2,medium,,drawing | detail,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,1,0,0,0,0,1,0,0,性价比,1,"good value, great price, affordable, good deal",value for the money,value for the money,"性价比（good value, great price, affordable, good deal）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21702,B0B7VZ9KTJ,Artugn,US,5,These markers were great for crafting. They go on easy and the color is bright! Great product!,多表面diy/定制群,1,0,1,3,3,high,crafting,,棉芯式,(0.40-0.46),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,兴趣爱好,1,"for my hobby, for fun, spark creativity, express myself",crafting,crafting,"兴趣爱好（for my hobby, for fun, spark creativity, express myself）",1,0,0,1,0,成人,1,"adult coloring, for my hobby, for fun, journaling",crafting,crafting,"成人（adult coloring, for my hobby, for fun, journaling）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
